LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.416, Time: 3.268713 s
         1497901 function calls (1481118 primitive calls) in 5.006 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 core.py:125(Diagnostics)
        1    0.000    0.000    0.000    0.000 core.py:190(update_user_library)
       65    0.000    0.000    0.000    0.000 inspect.py:2492(_descriptor_get)
       83    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5000(ParseElementEnhance)
      158    0.000    0.000    0.000    0.000 core.py:874(preParse)
       29    0.000    0.000    0.000    0.000 cbook.py:1347(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       51    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffAxes)
       12    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:1584(<genexpr>)
        4    0.000    0.000    0.000    0.000 ast.py:56(literal_eval)
        4    0.000    0.000    0.000    0.000 functools.py:855(register)
        1    0.000    0.000    0.000    0.000 platform.py:801(_Processor)
      226    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       54    0.000    0.000    0.000    0.000 core.py:2733(parseImpl)
      418    0.000    0.000    0.000    0.000 _compiler.py:433(_get_iscased)
      153    0.000    0.000    0.000    0.000 _linalg.py:187(isComplexType)
       33    0.000    0.000    0.000    0.000 enum.py:383(__init__)
      220    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.000    0.000 patches.py:3888(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:513(_get_xdg_cache_dir)
       40    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
        1    0.000    0.000    0.000    0.000 threading.py:1441(__init__)
      184    0.000    0.000    0.000    0.000 typing.py:1320(<genexpr>)
      871    0.000    0.000    0.000    0.000 inspect.py:2800(default)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
      254    0.000    0.000    0.000    0.000 core.py:4218(<genexpr>)
       61    0.000    0.000    0.000    0.000 results.py:243(__getitem__)
      102    0.000    0.000    0.000    0.000 exceptions.py:49(__init__)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 Image.py:177(Dither)
       27    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:465(__call__)
       98    0.000    0.000    0.000    0.000 rcsetup.py:77(__call__)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
       33    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       78    0.000    0.000    0.000    0.000 util.py:113(set_)
        8    0.000    0.000    0.000    0.000 rcsetup.py:223(_validate_marker)
       22    0.000    0.000    0.000    0.000 __init__.py:214(__getattr__)
        6    0.000    0.000    0.000    0.000 core.py:5583(__init__)
        3    0.000    0.000    0.000    0.000 enum.py:1413(_missing_)
       78    0.000    0.000    0.000    0.000 util.py:110(get)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1213(AnnotationBbox)
      170    0.000    0.000    0.000    0.000 textwrap.py:479(predicate)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
      248    0.000    0.000    0.000    0.000 patches.py:2353(<genexpr>)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1157(__init__)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       51    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       54    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
      272    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1577(<genexpr>)
      103    0.000    0.000    0.000    0.000 types.py:192(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
      101    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 Image.py:158(Resampling)
        1    0.000    0.000    0.000    0.000 patches.py:2745(ConnectionStyle)
        2    0.000    0.000    0.000    0.000 core.py:602(set_results_name)
       33    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:4517(ConnectionPatch)
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        8    0.000    0.000    0.000    0.000 core.py:4788(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 six.py:887(wrapper)
      234    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       33    0.000    0.000    0.000    0.000 results.py:252(__setitem__)
       19    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
       28    0.000    0.000    0.000    0.000 rcsetup.py:474(_validate_linestyle)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1764(_parse_hextet)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 core.py:6770(__array_finalize__)
        6    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
        1    0.000    0.000    0.000    0.000 core.py:3900(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 Image.py:527(Image)
       54    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
       65    0.000    0.000    0.000    0.000 inspect.py:2164(_signature_is_functionlike)
        3    0.000    0.000    0.000    0.000 warnings.py:168(simplefilter)
        1    0.000    0.000    0.000    0.000 transforms.py:2104(IdentityTransform)
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3026(_update_from)
        1    0.000    0.000    0.000    0.000 widgets.py:2100(_SelectorWidget)
      555    0.000    0.000    0.000    0.000 typing.py:2187(cast)
      578    0.000    0.000    0.000    0.000 enum.py:1184(__init__)
       47    0.000    0.000    0.000    0.000 rcsetup.py:382(validate_fontsize)
      154    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:107(Disposal)
      406    0.000    0.000    0.000    0.000 enum.py:819(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:149(Transform)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        3    0.000    0.000    0.000    0.000 core.py:1763(__xor__)
       12    0.000    0.000    0.000    0.000 __init__.py:265(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 core.py:2641(NoMatch)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
       16    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
        6    0.000    0.000    0.000    0.000 numeric.py:2739(extend_all)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
       37    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      345    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 transforms.py:1081(TransformedBbox)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertAxes)
        6    0.000    0.000    0.000    0.000 typing.py:1581(<genexpr>)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
       53    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:6299(__init__)
      101    0.000    0.000    0.000    0.000 core.py:6590(_expanded)
        1    0.000    0.000    0.000    0.000 geo.py:301(HammerAxes)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1817(_MathStyle)
        4    0.000    0.000    0.000    0.000 core.py:3227(copy)
        4    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 patches.py:2004(Arc)
       31    0.000    0.000    0.000    0.000 warnings.py:484(__enter__)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
      222    0.000    0.000    0.000    0.000 patches.py:2346(<genexpr>)
        8    0.000    0.000    0.000    0.000 pathlib.py:719(__truediv__)
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideAxes)
       21    0.000    0.000    0.000    0.000 overrides.py:24(get_array_function_like_doc)
        4    0.000    0.000    0.000    0.000 inspect.py:3112(_hash_basis)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
       13    0.000    0.000    0.000    0.000 core.py:8778(_replace_return_type)
        4    0.000    0.000    0.000    0.000 getlimits.py:313(_get_machar)
       10    0.000    0.000    0.000    0.000 typing.py:1481(<genexpr>)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:2231(identity)
        1    0.000    0.000    0.000    0.000 Image.py:190(Quantize)
      427    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(get_filename)
        1    0.000    0.000    0.000    0.000 typing.py:738(_make_union)
        1    0.000    0.000    0.000    0.000 patches.py:724(Rectangle)
        3    0.000    0.000    0.000    0.000 core.py:4563(__init__)
      156    0.000    0.000    0.000    0.000 core.py:2220(__hash__)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       10    0.000    0.000    0.000    0.000 version.py:523(_cmpkey)
        1    0.000    0.000    0.000    0.000 core.py:2742(Keyword)
      479    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1663(FigureCanvasBase)
      175    0.000    0.000    0.000    0.000 helpers.py:231(<lambda>)
        3    0.000    0.000    0.000    0.000 colors.py:2046(__init__)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:3944(__init__)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        8    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
       33    0.000    0.000    0.000    0.000 enum.py:985(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 __init__.py:876(hugepage_setup)
        1    0.000    0.000    0.000    0.000 ExifTags.py:352(IFD)
       95    0.000    0.000    0.000    0.000 _inspect.py:132(strseq)
       49    0.000    0.000    0.000    0.000 core.py:2704(_generateDefaultName)
        6    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:990(create_module)
       10    0.000    0.000    0.000    0.000 core.py:5100(_generateDefaultName)
       68    0.000    0.000    0.000    0.000 inspect.py:2538(<lambda>)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
       27    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
        1    0.000    0.000    0.000    0.000 pathlib.py:1059(_scandir)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
      149    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        1    0.000    0.000    0.000    0.000 dviread.py:821(PsfontsMap)
       30    0.000    0.000    0.000    0.000 core.py:4789(<genexpr>)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
        1    0.000    0.000    0.000    0.000 _enums.py:17(JoinStyle)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        6    0.000    0.000    0.000    0.000 __init__.py:317(_logged_cached)
        2    0.000    0.000    0.000    0.000 __init__.py:189(caching_module_getattr)
        4    0.000    0.000    0.000    0.000 deprecation.py:505(suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
      348    0.000    0.000    0.000    0.000 enum.py:1291(value)
       31    0.000    0.000    0.000    0.000 warnings.py:505(__exit__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        8    0.000    0.000    0.000    0.000 getlimits.py:64(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       72    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        3    0.000    0.000    0.000    0.000 __init__.py:722(_update_raw)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        3    0.000    0.000    0.000    0.000 core.py:1803(__invert__)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 _enums.py:109(CapStyle)
       22    0.000    0.000    0.000    0.000 _docstring.py:113(register)
        3    0.000    0.000    0.000    0.000 core.py:2720(__init__)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:2457(__init__)
